2025-06-20 18:56:02,392 [INFO] Using device: cpu
2025-06-20 18:56:02,392 [INFO] 开始创建数据加载器...
2025-06-20 18:56:02,393 [INFO] Successfully loaded dataset ENZYMES from ./data, total graphs: 600
2025-06-20 18:56:02,393 [INFO] Class allocation analysis:
2025-06-20 18:56:02,394 [INFO]   Source classes: [0, 1, 2, 3]
2025-06-20 18:56:02,394 [INFO]   Target classes: [0, 1, 2, 3, 4, 5]
2025-06-20 18:56:02,394 [INFO]   Overlap classes (to be split): [0, 1, 2, 3]
2025-06-20 18:56:02,394 [INFO]   Target novel classes (unknown): [4, 5]
2025-06-20 18:56:02,410 [INFO]   Class 0: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,410 [INFO]   Class 1: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,410 [INFO]   Class 2: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,410 [INFO]   Class 3: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,410 [INFO]   Class 4 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:02,410 [INFO]   Class 5 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:02,411 [INFO] Final allocation:
2025-06-20 18:56:02,411 [INFO]   Source domain: 280 samples
2025-06-20 18:56:02,411 [INFO]   Target domain: 320 samples
2025-06-20 18:56:02,412 [INFO] Source domain setup:
2025-06-20 18:56:02,412 [INFO]   Original classes: [0, 1, 2, 3]
2025-06-20 18:56:02,412 [INFO]   Overlap classes used: [0, 1, 2, 3]
2025-06-20 18:56:02,412 [INFO]   Label mapping: {0: 0, 1: 1, 2: 2, 3: 3}
2025-06-20 18:56:02,412 [INFO]   Total data after allocation: 280
2025-06-20 18:56:02,412 [INFO]   Data split - Train: 224, Val: 56
2025-06-20 18:56:02,412 [INFO]   Train label distribution: {0: 56, 1: 56, 3: 56, 2: 56}
2025-06-20 18:56:02,412 [INFO]   Val label distribution: {1: 14, 2: 14, 0: 14, 3: 14}
2025-06-20 18:56:02,414 [INFO] Successfully loaded dataset ENZYMES from ./data, total graphs: 600
2025-06-20 18:56:02,414 [INFO] Class allocation analysis:
2025-06-20 18:56:02,414 [INFO]   Source classes: [0, 1, 2, 3]
2025-06-20 18:56:02,414 [INFO]   Target classes: [0, 1, 2, 3, 4, 5]
2025-06-20 18:56:02,414 [INFO]   Overlap classes (to be split): [0, 1, 2, 3]
2025-06-20 18:56:02,414 [INFO]   Target novel classes (unknown): [4, 5]
2025-06-20 18:56:02,429 [INFO]   Class 0: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,429 [INFO]   Class 1: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,429 [INFO]   Class 2: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,430 [INFO]   Class 3: 100 total -> Source: 70, Target: 30
2025-06-20 18:56:02,430 [INFO]   Class 4 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:02,430 [INFO]   Class 5 (novel/unknown): 100 samples -> Target
2025-06-20 18:56:02,430 [INFO] Final allocation:
2025-06-20 18:56:02,430 [INFO]   Source domain: 280 samples
2025-06-20 18:56:02,430 [INFO]   Target domain: 320 samples
2025-06-20 18:56:02,431 [INFO] Target domain setup:
2025-06-20 18:56:02,432 [INFO]   Original classes: [0, 1, 2, 3, 4, 5]
2025-06-20 18:56:02,432 [INFO]   Overlap classes: [0, 1, 2, 3]
2025-06-20 18:56:02,432 [INFO]   Novel classes: [4, 5] -> mapped to unknown label 4
2025-06-20 18:56:02,432 [INFO]   Label mapping: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 4}
2025-06-20 18:56:02,432 [INFO]   Total data after allocation: 320
2025-06-20 18:56:02,432 [INFO]   Data split - Train: 256, Val: 64
2025-06-20 18:56:02,432 [INFO]   Total count: 320 (known: 120, unknown: 200)
2025-06-20 18:56:02,432 [INFO]   Total label distribution: {4: 200, 3: 30, 0: 30, 1: 30, 2: 30}
2025-06-20 18:56:02,432 [INFO]   Train label distribution: {4: 160, 0: 24, 2: 24, 3: 24, 1: 24}
2025-06-20 18:56:02,432 [INFO]   Val label distribution: {1: 6, 4: 40, 3: 6, 0: 6, 2: 6}
2025-06-20 18:56:02,432 [INFO] 数据加载器创建完成!
2025-06-20 18:56:02,432 [INFO] 源域类别数: 4 (重叠类别)
2025-06-20 18:56:02,432 [INFO] 目标域类别数: 5 (4个重叠类别 + 1个未知类别)
2025-06-20 18:56:02,432 [INFO] 重叠类别: [0, 1, 2, 3]
2025-06-20 18:56:02,432 [INFO] 目标域新类别: [4, 5]
2025-06-20 18:56:02,432 [INFO] Data allocation verification:
2025-06-20 18:56:02,432 [INFO]   Source data samples: 280
2025-06-20 18:56:02,432 [INFO]   Target data samples: 320
2025-06-20 18:56:02,432 [INFO]   Overlapping samples: 0
2025-06-20 18:56:02,432 [INFO]   ✓ Data allocation is correct - no overlapping samples
2025-06-20 18:56:02,435 [INFO] Model initialized with 10404 parameters
2025-06-20 18:56:02,435 [INFO] Previous best validation accuracy read from record.txt: 0.6250
2025-06-20 18:56:02,435 [INFO] Starting training...
2025-06-20 18:56:02,467 [INFO] Epoch 001 | Train Loss: 9.5982 | Val Loss: 2.2511 | Val Acc: 0.2500
2025-06-20 18:56:02,607 [INFO] New best model at epoch 1 (Val Acc: 0.2500)
2025-06-20 18:56:02,641 [INFO] Epoch 002 | Train Loss: 9.2843 | Val Loss: 2.1941 | Val Acc: 0.3214
2025-06-20 18:56:02,646 [INFO] New best model at epoch 2 (Val Acc: 0.3214)
2025-06-20 18:56:02,675 [INFO] Epoch 003 | Train Loss: 8.8614 | Val Loss: 2.1965 | Val Acc: 0.2857
2025-06-20 18:56:02,708 [INFO] Epoch 004 | Train Loss: 8.9839 | Val Loss: 2.5394 | Val Acc: 0.2679
2025-06-20 18:56:02,745 [INFO] Epoch 005 | Train Loss: 7.7392 | Val Loss: 3.3350 | Val Acc: 0.1786
2025-06-20 18:56:02,780 [INFO] Epoch 006 | Train Loss: 8.3183 | Val Loss: 4.2450 | Val Acc: 0.2143
2025-06-20 18:56:02,816 [INFO] Epoch 007 | Train Loss: 6.7326 | Val Loss: 4.7393 | Val Acc: 0.2679
2025-06-20 18:56:02,850 [INFO] Epoch 008 | Train Loss: 6.4521 | Val Loss: 4.9103 | Val Acc: 0.2679
2025-06-20 18:56:02,889 [INFO] Epoch 009 | Train Loss: 6.3515 | Val Loss: 4.9233 | Val Acc: 0.2679
2025-06-20 18:56:02,930 [INFO] Epoch 010 | Train Loss: 5.8913 | Val Loss: 5.4476 | Val Acc: 0.2321
2025-06-20 18:56:03,186 [INFO] Epoch 011 | Train Loss: 6.0691 | Val Loss: 5.6261 | Val Acc: 0.2143
2025-06-20 18:56:03,231 [INFO] Epoch 012 | Train Loss: 5.7784 | Val Loss: 5.8253 | Val Acc: 0.3036
2025-06-20 18:56:03,272 [INFO] Epoch 013 | Train Loss: 5.2133 | Val Loss: 6.2369 | Val Acc: 0.2500
2025-06-20 18:56:03,305 [INFO] Epoch 014 | Train Loss: 5.8291 | Val Loss: 6.0347 | Val Acc: 0.1964
2025-06-20 18:56:03,337 [INFO] Epoch 015 | Train Loss: 6.0320 | Val Loss: 5.1140 | Val Acc: 0.2857
2025-06-20 18:56:03,372 [INFO] Epoch 016 | Train Loss: 5.1352 | Val Loss: 5.1422 | Val Acc: 0.2321
2025-06-20 18:56:03,408 [INFO] Epoch 017 | Train Loss: 5.2822 | Val Loss: 4.8671 | Val Acc: 0.2500
2025-06-20 18:56:03,440 [INFO] Epoch 018 | Train Loss: 5.7996 | Val Loss: 4.8420 | Val Acc: 0.2679
2025-06-20 18:56:03,471 [INFO] Epoch 019 | Train Loss: 4.7777 | Val Loss: 4.3591 | Val Acc: 0.2500
2025-06-20 18:56:03,506 [INFO] Epoch 020 | Train Loss: 5.4809 | Val Loss: 4.4950 | Val Acc: 0.2679
2025-06-20 18:56:03,706 [INFO] Epoch 021 | Train Loss: 4.8833 | Val Loss: 3.9427 | Val Acc: 0.3571
2025-06-20 18:56:03,712 [INFO] New best model at epoch 21 (Val Acc: 0.3571)
2025-06-20 18:56:03,753 [INFO] Epoch 022 | Train Loss: 5.3724 | Val Loss: 3.8277 | Val Acc: 0.2857
2025-06-20 18:56:03,793 [INFO] Epoch 023 | Train Loss: 4.6509 | Val Loss: 3.8199 | Val Acc: 0.3750
2025-06-20 18:56:03,799 [INFO] New best model at epoch 23 (Val Acc: 0.3750)
2025-06-20 18:56:03,833 [INFO] Epoch 024 | Train Loss: 5.2594 | Val Loss: 3.9012 | Val Acc: 0.3036
2025-06-20 18:56:03,866 [INFO] Epoch 025 | Train Loss: 5.0297 | Val Loss: 3.7322 | Val Acc: 0.2321
2025-06-20 18:56:03,899 [INFO] Epoch 026 | Train Loss: 4.2828 | Val Loss: 3.4939 | Val Acc: 0.2679
2025-06-20 18:56:03,932 [INFO] Epoch 027 | Train Loss: 4.1738 | Val Loss: 3.8557 | Val Acc: 0.3036
2025-06-20 18:56:03,965 [INFO] Epoch 028 | Train Loss: 4.3864 | Val Loss: 3.9600 | Val Acc: 0.3214
2025-06-20 18:56:04,000 [INFO] Epoch 029 | Train Loss: 4.3203 | Val Loss: 3.9218 | Val Acc: 0.2679
2025-06-20 18:56:04,036 [INFO] Epoch 030 | Train Loss: 4.3674 | Val Loss: 4.1377 | Val Acc: 0.3393
2025-06-20 18:56:04,263 [INFO] Epoch 031 | Train Loss: 4.3904 | Val Loss: 3.8682 | Val Acc: 0.2321
2025-06-20 18:56:04,313 [INFO] Epoch 032 | Train Loss: 4.5585 | Val Loss: 4.0486 | Val Acc: 0.2679
2025-06-20 18:56:04,348 [INFO] Epoch 033 | Train Loss: 4.0709 | Val Loss: 3.7411 | Val Acc: 0.3214
2025-06-20 18:56:04,384 [INFO] Epoch 034 | Train Loss: 3.9640 | Val Loss: 3.6731 | Val Acc: 0.3036
2025-06-20 18:56:04,420 [INFO] Epoch 035 | Train Loss: 4.1663 | Val Loss: 4.2298 | Val Acc: 0.2857
2025-06-20 18:56:04,457 [INFO] Epoch 036 | Train Loss: 3.9260 | Val Loss: 4.0801 | Val Acc: 0.3393
2025-06-20 18:56:04,495 [INFO] Epoch 037 | Train Loss: 4.2487 | Val Loss: 4.0273 | Val Acc: 0.3393
2025-06-20 18:56:04,530 [INFO] Epoch 038 | Train Loss: 3.8635 | Val Loss: 4.0526 | Val Acc: 0.3393
