2025-06-23 13:25:47,633 [INFO] Using device: cpu
2025-06-23 13:25:47,634 [INFO] 开始创建数据加载器...
2025-06-23 13:25:47,638 [INFO] Successfully loaded dataset ENZYMES from ./data, total graphs: 600
2025-06-23 13:25:47,638 [INFO] Class allocation analysis:
2025-06-23 13:25:47,638 [INFO]   Source classes: [0, 1, 2, 3]
2025-06-23 13:25:47,638 [INFO]   Target classes: [0, 1, 2, 3, 4, 5]
2025-06-23 13:25:47,638 [INFO]   Overlap classes (to be split): [0, 1, 2, 3]
2025-06-23 13:25:47,638 [INFO]   Target novel classes (unknown): [4, 5]
2025-06-23 13:25:47,653 [INFO]   Class 0: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,653 [INFO]   Class 1: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,653 [INFO]   Class 2: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,653 [INFO]   Class 3: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,653 [INFO]   Class 4 (novel/unknown): 100 samples -> Target
2025-06-23 13:25:47,653 [INFO]   Class 5 (novel/unknown): 100 samples -> Target
2025-06-23 13:25:47,654 [INFO] Final allocation:
2025-06-23 13:25:47,654 [INFO]   Source domain: 280 samples
2025-06-23 13:25:47,654 [INFO]   Target domain: 320 samples
2025-06-23 13:25:47,655 [INFO] Source domain setup:
2025-06-23 13:25:47,655 [INFO]   Original classes: [0, 1, 2, 3]
2025-06-23 13:25:47,655 [INFO]   Overlap classes used: [0, 1, 2, 3]
2025-06-23 13:25:47,655 [INFO]   Label mapping: {0: 0, 1: 1, 2: 2, 3: 3}
2025-06-23 13:25:47,655 [INFO]   Total data after allocation: 280
2025-06-23 13:25:47,655 [INFO]   Data split - Train: 224, Val: 56
2025-06-23 13:25:47,655 [INFO]   Train label distribution: {0: 56, 1: 56, 3: 56, 2: 56}
2025-06-23 13:25:47,655 [INFO]   Val label distribution: {1: 14, 2: 14, 0: 14, 3: 14}
2025-06-23 13:25:47,656 [INFO] Successfully loaded dataset ENZYMES from ./data, total graphs: 600
2025-06-23 13:25:47,656 [INFO] Class allocation analysis:
2025-06-23 13:25:47,656 [INFO]   Source classes: [0, 1, 2, 3]
2025-06-23 13:25:47,656 [INFO]   Target classes: [0, 1, 2, 3, 4, 5]
2025-06-23 13:25:47,656 [INFO]   Overlap classes (to be split): [0, 1, 2, 3]
2025-06-23 13:25:47,656 [INFO]   Target novel classes (unknown): [4, 5]
2025-06-23 13:25:47,670 [INFO]   Class 0: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,670 [INFO]   Class 1: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,670 [INFO]   Class 2: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,670 [INFO]   Class 3: 100 total -> Source: 70, Target: 30
2025-06-23 13:25:47,670 [INFO]   Class 4 (novel/unknown): 100 samples -> Target
2025-06-23 13:25:47,670 [INFO]   Class 5 (novel/unknown): 100 samples -> Target
2025-06-23 13:25:47,670 [INFO] Final allocation:
2025-06-23 13:25:47,670 [INFO]   Source domain: 280 samples
2025-06-23 13:25:47,671 [INFO]   Target domain: 320 samples
2025-06-23 13:25:47,672 [INFO] Target domain setup:
2025-06-23 13:25:47,672 [INFO]   Original classes: [0, 1, 2, 3, 4, 5]
2025-06-23 13:25:47,672 [INFO]   Overlap classes: [0, 1, 2, 3]
2025-06-23 13:25:47,672 [INFO]   Novel classes: [4, 5] -> mapped to unknown label 4
2025-06-23 13:25:47,672 [INFO]   Label mapping: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 4}
2025-06-23 13:25:47,672 [INFO]   Total data after allocation: 320
2025-06-23 13:25:47,672 [INFO]   Data split - Train: 256, Val: 64
2025-06-23 13:25:47,672 [INFO]   Total count: 320 (known: 120, unknown: 200)
2025-06-23 13:25:47,672 [INFO]   Total label distribution: {4: 200, 3: 30, 0: 30, 1: 30, 2: 30}
2025-06-23 13:25:47,672 [INFO]   Train label distribution: {4: 160, 0: 24, 2: 24, 3: 24, 1: 24}
2025-06-23 13:25:47,672 [INFO]   Val label distribution: {1: 6, 4: 40, 3: 6, 0: 6, 2: 6}
2025-06-23 13:25:47,672 [INFO] 数据加载器创建完成!
2025-06-23 13:25:47,672 [INFO] 源域类别数: 4 (重叠类别)
2025-06-23 13:25:47,673 [INFO] 目标域类别数: 5 (4个重叠类别 + 1个未知类别)
2025-06-23 13:25:47,673 [INFO] 重叠类别: [0, 1, 2, 3]
2025-06-23 13:25:47,673 [INFO] 目标域新类别: [4, 5]
2025-06-23 13:25:47,673 [INFO] Data allocation verification:
2025-06-23 13:25:47,673 [INFO]   Source data samples: 280
2025-06-23 13:25:47,673 [INFO]   Target data samples: 320
2025-06-23 13:25:47,673 [INFO]   Overlapping samples: 0
2025-06-23 13:25:47,673 [INFO]   ✓ Data allocation is correct - no overlapping samples
2025-06-23 13:25:47,681 [INFO] Model initialized with 2378244 parameters
2025-06-23 13:25:47,681 [INFO] Previous best validation accuracy read from record.txt: 0.6429
2025-06-23 13:25:47,681 [INFO] Starting training...
2025-06-23 13:25:47,840 [INFO] Epoch 001 | Train Loss: 22.1038 | Val Loss: 54021.2227 | Val Acc: 0.2500
2025-06-23 13:25:48,961 [INFO] New best model at epoch 1 (Val Acc: 0.2500)
2025-06-23 13:25:49,136 [INFO] Epoch 002 | Train Loss: 11.7441 | Val Loss: 4144.9436 | Val Acc: 0.2500
2025-06-23 13:25:49,311 [INFO] Epoch 003 | Train Loss: 8.9071 | Val Loss: 698.8336 | Val Acc: 0.2500
2025-06-23 13:25:49,508 [INFO] Epoch 004 | Train Loss: 6.4993 | Val Loss: 218.8302 | Val Acc: 0.2679
2025-06-23 13:25:49,542 [INFO] New best model at epoch 4 (Val Acc: 0.2679)
2025-06-23 13:25:49,720 [INFO] Epoch 005 | Train Loss: 10.7761 | Val Loss: 109.5999 | Val Acc: 0.3036
2025-06-23 13:25:49,756 [INFO] New best model at epoch 5 (Val Acc: 0.3036)
2025-06-23 13:25:49,891 [INFO] Epoch 006 | Train Loss: 11.1098 | Val Loss: 18.8599 | Val Acc: 0.2857
2025-06-23 13:25:50,073 [INFO] Epoch 007 | Train Loss: 5.5389 | Val Loss: 6.6426 | Val Acc: 0.2857
2025-06-23 13:25:50,258 [INFO] Epoch 008 | Train Loss: 7.2588 | Val Loss: 27.0086 | Val Acc: 0.3036
2025-06-23 13:25:50,429 [INFO] Epoch 009 | Train Loss: 9.2635 | Val Loss: 42.7325 | Val Acc: 0.2679
2025-06-23 13:25:50,596 [INFO] Epoch 010 | Train Loss: 6.7265 | Val Loss: 8.4129 | Val Acc: 0.2321
2025-06-23 13:25:51,895 [INFO] Epoch 011 | Train Loss: 5.8422 | Val Loss: 15.7773 | Val Acc: 0.2679
2025-06-23 13:25:52,054 [INFO] Epoch 012 | Train Loss: 4.9161 | Val Loss: 2.3038 | Val Acc: 0.3393
2025-06-23 13:25:52,092 [INFO] New best model at epoch 12 (Val Acc: 0.3393)
2025-06-23 13:25:52,227 [INFO] Epoch 013 | Train Loss: 8.4976 | Val Loss: 22.7748 | Val Acc: 0.1786
2025-06-23 13:25:52,395 [INFO] Epoch 014 | Train Loss: 5.9291 | Val Loss: 36.3071 | Val Acc: 0.2500
2025-06-23 13:25:52,679 [INFO] Epoch 015 | Train Loss: 6.4707 | Val Loss: 4.6469 | Val Acc: 0.3393
2025-06-23 13:25:52,870 [INFO] Epoch 016 | Train Loss: 4.4328 | Val Loss: 9.7970 | Val Acc: 0.1964
2025-06-23 13:25:53,039 [INFO] Epoch 017 | Train Loss: 2.8618 | Val Loss: 7.1814 | Val Acc: 0.2500
2025-06-23 13:25:53,218 [INFO] Epoch 018 | Train Loss: 13.1617 | Val Loss: 9.3641 | Val Acc: 0.2500
2025-06-23 13:25:53,391 [INFO] Epoch 019 | Train Loss: 4.0923 | Val Loss: 19.5636 | Val Acc: 0.2321
2025-06-23 13:25:53,552 [INFO] Epoch 020 | Train Loss: 7.1016 | Val Loss: 18.7823 | Val Acc: 0.2143
2025-06-23 13:25:54,988 [INFO] Epoch 021 | Train Loss: 7.6607 | Val Loss: 20.4847 | Val Acc: 0.2679
2025-06-23 13:25:55,150 [INFO] Epoch 022 | Train Loss: 4.4993 | Val Loss: 7.8021 | Val Acc: 0.2321
2025-06-23 13:25:55,334 [INFO] Epoch 023 | Train Loss: 3.8089 | Val Loss: 8.6294 | Val Acc: 0.2500
2025-06-23 13:25:55,531 [INFO] Epoch 024 | Train Loss: 7.8303 | Val Loss: 26.4621 | Val Acc: 0.2857
2025-06-23 13:25:55,705 [INFO] Epoch 025 | Train Loss: 5.2907 | Val Loss: 10.8513 | Val Acc: 0.2857
2025-06-23 13:25:55,885 [INFO] Epoch 026 | Train Loss: 6.8995 | Val Loss: 13.3526 | Val Acc: 0.3036
2025-06-23 13:25:56,046 [INFO] Epoch 027 | Train Loss: 6.1695 | Val Loss: 8.9898 | Val Acc: 0.3036
2025-06-23 13:25:56,234 [INFO] Epoch 028 | Train Loss: 5.4615 | Val Loss: 7.4650 | Val Acc: 0.3571
2025-06-23 13:25:56,271 [INFO] New best model at epoch 28 (Val Acc: 0.3571)
2025-06-23 13:25:56,401 [INFO] Epoch 029 | Train Loss: 2.7643 | Val Loss: 3.0958 | Val Acc: 0.2857
2025-06-23 13:25:56,562 [INFO] Epoch 030 | Train Loss: 9.7557 | Val Loss: 4.9870 | Val Acc: 0.2857
2025-06-23 13:25:57,859 [INFO] Epoch 031 | Train Loss: 5.5651 | Val Loss: 1.5341 | Val Acc: 0.2679
2025-06-23 13:25:58,025 [INFO] Epoch 032 | Train Loss: 2.5918 | Val Loss: 1.6734 | Val Acc: 0.2500
2025-06-23 13:25:58,213 [INFO] Epoch 033 | Train Loss: 1.4052 | Val Loss: 2.0727 | Val Acc: 0.3214
2025-06-23 13:25:58,374 [INFO] Epoch 034 | Train Loss: 1.3675 | Val Loss: 7.4827 | Val Acc: 0.3214
2025-06-23 13:25:58,554 [INFO] Epoch 035 | Train Loss: 4.3227 | Val Loss: 10.3677 | Val Acc: 0.3393
2025-06-23 13:25:58,716 [INFO] Epoch 036 | Train Loss: 6.3762 | Val Loss: 31.2867 | Val Acc: 0.3571
2025-06-23 13:25:58,879 [INFO] Epoch 037 | Train Loss: 3.7333 | Val Loss: 5.5712 | Val Acc: 0.3214
